"id","price"
"4624983133390163","R$ 169.99"
"8223333830656484","R$ 139.99"
"2335621793773615","R$ 149.99"
"8082503167339572","R$ 209.99"
"1523106112669422","R$ 69.99"
"9074483386233659","R$ 69.99"
"1879719310443632","R$ 69.99"
"8927082228632551","R$ 549.99"
"3233777877547809","R$ 49.99"
"4029200209517711","R$ 139.99"
"2221809545575072","R$ 79.99"
"9261300436533100","R$ 539.99"
"3938625933172045","R$ 619.99"
"6711033676215725","R$ 149.99"
"8561561596304585","R$ 289.99"
"5540241208761789","R$ 129.99"
"4459804551400469","R$ 109.99"
"5009305995359190","R$ 219.99"
"5305815552131427","R$ 99.99"
"0793855625281579","R$ 69.99"
"8183857682442472","R$ 129.99"
"8760841623703343","R$ 109.99"
"7070054315370169","R$ 179.99"
"2479459127995322","R$ 299.99"
"6609477953429827","R$ 69.99"
"3428986326845325","R$ 259.99"
"1124318594096957","R$ 99.99"
"1508777505735995","R$ 169.99"
"7574041514362995","R$ 109.99"
"2192685902985174","R$ 149.99"
"8350928301640844","R$ 129.99"
"0028319573784564","R$ 69.99"
"0681785640405356","R$ 149.99"
"2396625608643070","R$ 89.99"
"7181559659954030","R$ 89.99"
"7725946132429931","R$ 239.99"
"7225406745482655","R$ 249.99"
"1550942795415343","R$ 59.99"
"6595712158128611","R$ 89.99"
"0491132484797870","R$ 79.99"
"4551629145179076","R$ 359.99"
"6011488480452891","R$ 69.99"
"5210297481396844","R$ 89.99"
"6783890406630541","R$ 199.99"
"4159628273969333","R$ 79.99"
"7154815993178250","R$ 69.99"
"5220195106767422","R$ 79.99"
"7400265018442002","R$ 199.99"
"8460119654168355","R$ 149.99"
"2190024603079044","R$ 289.99"
"4599881230236143","R$ 99.99"
"9166275368634336","R$ 169.99"
"6107389253000390","R$ 99.99"
"6015656928315371","R$ 249.99"
"4045969656566846","R$ 309.99"
"5709711246509936","R$ 149.99"
"6666059874814554","R$ 439.99"
"5580595580154139","R$ 129.99"
"3872722734905375","R$ 149.99"
"5960455863027184","R$ 229.99"
"2990577221110012","R$ 129.99"
"8441185163311455","R$ 269.99"
"8953572393027363","R$ 199.99"
"3472759808356688","R$ 159.99"
"9329044715983915","R$ 139.99"
"3698999818993889","R$ 159.99"
"0149260868949590","R$ 139.99"
"1882202642905499","R$ 129.99"
"0686992797791193","R$ 69.99"
"6616894032725767","R$ 179.99"
"8209227890272283","R$ 79.99"
"8485849270489383","R$ 389.99"
"4751633104476905","R$ 129.99"
"9505546465546697","R$ 89.99"
"3757669815003970","R$ 229.99"
"4850466766598830","R$ 159.99"
"1809698447935149","R$ 99.99"
"7624584821638571","R$ 79.99"
"1083084648931091","R$ 309.99"
"2496800328284380","R$ 199.99"
"9223199280776304","R$ 149.99"
"9705938932070598","R$ 69.99"
"3070329305286261","R$ 519.99"
"4874029926148957","R$ 79.99"
"2817216281474661","R$ 149.99"
"3582574042988739","R$ 119.99"
"1930983620242093","R$ 239.99"
"8098357055087964","R$ 159.99"
"8454987352220026","R$ 349.99"
"5107861461434579","R$ 99.99"
"8920560152488192","R$ 1109.99"
"9275936228009198","R$ 69.99"
"0295368123662278","R$ 119.99"
"5833409754301251","R$ 519.99"
"3001972999322756","R$ 89.99"
"9789184900595264","R$ 219.99"
"0139994017496398","R$ 99.99"
"6886595623435046","R$ 99.99"
"8379718157814815","R$ 89.99"
"6764922543095391","R$ 99.99"
"0491055946913159","R$ 149.99"
"7691539036310458","R$ 249.99"
"2450438158916460","R$ 209.99"
"5760338557941090","R$ 159.99"
"7842907945206458","R$ 289.99"
"7878226017796626","R$ 79.99"
"6436323642144634","R$ 229.99"
"8206969490859994","R$ 149.99"
"2660232220062618","R$ 159.99"
